"ref_id","reference"
"Ref1288","Poulík, J. 1947: Dolní Dubňany /s. a p.o. Mor. Krumlov/. Excavation report, č.j.836/47. Institute of Archaeology of the CAS Brno."
"Ref1289","Poulík, J. 1947: Excavation report č.j. 1146/47. Institute of Archaeology of the CAS Brno."
"Ref1290","Poulík, J. 1947: Oslavany /s.o. Ivančice, p.o. Brno/. Excavation report č.j. 1084/47. Institute of Archaeology of the CAS Brno."
"Ref1291","Poulík, J. 1947b: Brněnské Ivanovice /Vel. Brno/. Excavation report, č.j. 1025/47. Institute of Archaeology of the CAS Brno."
"Ref1292","Poulík, J. 1947d: Marefy /s.o. Bučovice, p.o. Vyškov/. Excavation report č.j. 1186/47. Institute of Archaeology of the CAS Brno."
"Ref1293","Poulík, J. 1947f: Tetčice /s.o. Ivančice, p.o. Brno/.Excavation report č.j. 1123/47 Institute of Archaeology of the CAS Brno."
"Ref1294","Poulík, J. 1956: Lovčičky. Excavation report č.j. 2381/56. Institute of Archaeology of the CAS Brno"
"Ref1295","Přichystal, A. Trampota, F. 2019: Drnholec (okr. Břeclav). Přehled výzkumů 60-1, 173-174."
"Ref1296","Přichystal, A. Trampota, F. 2019: Klentnice (okr. Břeclav). Přehled výzkumů 60-1, 176-177."
"Ref1297","Přichystal, A., Gadas, P. 2018: Brno (k.ú. Tuřany a Holásky, okr. Brno-město). Přehled výzkumů 59-1, 125-126"
"Ref1298","Přichystal, M. 2006: Kuřim (okr. Brno-venkov). Přehled výzkumů 47, 108."
"Ref1299","Přichystal, M. 2008: Brno (k. u. Bohunice, Nový a Starý Lískovec, okr. Brno – město). In Z. Čižmář (ed.) Život a smrt v mladší době kamenné. Ústav archeologické památkové péče Brno, v.v.i., Brno – Znojmo, 50-59."
"Ref1300","Přichystal, M. 2009: Brno (k. ú. Bohunice, okr. Brno-město). Přehled výzkumů 50, 241-242."
"Ref1301","Přichystal, M. 2009: Chrudichromy. Excavation report 111/11. Ústav archeologické památkové péče Brno."
"Ref1302","Přichystal, M. 2010: Brno (k. ú. Kniníčky, okr. Brno-město). Přehled výzkumů 51, 306."
"Ref1303","Přichystal, M. 2010: Jinačovice (okr. Brno-venkov). Přehled výzkumů 51, 313."
"Ref1304","Přichystal, M. 2010: Malhostovice (okr. Brno-venkov). Přehled výzkumů 51, 319."
"Ref1305","Přichystal, M. 2011: Brno (k. ú. Ivanovice, okr. Brno-město). Přehled výzkumů 52-1, 177."
"Ref1306","Přichystal, M. 2012a: Kovalovice (okr. Brno-venkov). Přehled výzkumů 53-1, 130."
"Ref1307","Přichystal, M. 2013: Rajhrad (okr. Brno-venkov). Přehled výzkumů 54-1, 174."
"Ref1308","Přichystal, M. 2016: Lipůvka (okr. Blansko). Přehled výzkumů 57-1, 164"
"Ref1309","Přichystal, M. 2016: Popůvky (k.ú. Popůvky u Brna, okr. Brno-venkov). Přehled výzkumů 57-1, 195"
"Ref1310","Přichystal, M. 2016c: Popůvky (k.ú. Popůvky u Brna, okr. Brno-venkov). Přehled výzkumů 57-1, 172-173."
"Ref1311","Přichystal, M. 2017: Mladší a pozdní doba kamenná In: Mitáček, J., Procházka R. (eds.) Modřice. Dějiny města. Modřice, 45-64."
"Ref1312","Přichystal, M. 2017: Tišnov (okr. Brno-venkov). Přehled výzkumů 58-1, 175."
"Ref1313","Přichystal, M. 2018: Brno (k.ú Zábrdovice, okr. Brno-město). Přehled výzkumů 59-1, 126-127."
"Ref1314","Přichystal, M. 2018: Kuřim (okr. Brno-venkov). Přehled výzkumů 59-1, 129"
"Ref1315","Přichystal, M. 2018: Lipůvka (okr. Brno-venkov). Přehled výzkumů 59-1, 132"
"Ref1316","Přichystal, M. 2018a Boskovice (okr. Blansko). Přehled výzkumů 59-1, 123."
"Ref1317","Přichystal, M. 2019: Kuřim (okr. Brno-venkov). Přehled výzkumů 60-1, 177."
"Ref1318","Přichystal, M. 2019: Lipůvka (okr. Brno-venkov). Přehled výzkumů 60-1, 177-178."
"Ref1319","Přichystal, M. 2019: Železné (okr. Brno-venkov). Přehled výzkumů 60-1, 204."
"Ref1320","Přichystal, M. 2019b: Lipůvka (okr. Brno-venkov). Přehled výzkumů 60-1, 177-178."
"Ref1321","Přichystal, M. 2019d: Kuřim (okr. Brno-venkov). Přehled výzkumů 60-1, 195."
"Ref1322","Přichystal, M. 2020: Tišnov (okr. Brno-venkov). Přehled výzkumů 61-1, 154."
"Ref1323","Přichystal, M., Švecová, R. 2001: Břeclav (k.ú. Poštorná, okr. Břeclav). Přehled výzkumů 42 (2000), 149."
"Ref1324","Přidal, T. 2016: Ludéřov (okr. Olomouc). Přehled výzkumů 57-1, 165."
"Ref1325","Procházka, A. 1903: Zprávy o nálezech na Vyškovsku. Pravěk 1, 106-110."
"Ref1326","Procházka, A. 1907: Neolithické nálezy z Křenovic (u Slavkova). Pravěk 3, 12-14."
"Ref1327","Procházková 2002"
"Ref1328","Procházková, P. 1995: Sídliště s moravskou malovanou keramikou u Mušova. Pravěk NŘ 3, 5-18."
"Ref1329","Procházková, P. 1999: Seloutky (okr. Prostějov). Přehled výzkumů 39 (1995-1996), 291-292"
"Ref1330","Procházková, P. 2001: Olomouc ve starším a středním eneolitu. Pravěk Supplementum 8, 299-304"
"Ref1331","Procházková, P. 2002: Příspěvek k nejstaršímu osídlení kultury nálevkovitých pohárů na Olomoucku. Pravěk NŘ 11, 29-42"
"Ref1332","Procházková, P. 2002: Příspěvek k nejstaršímu osídlení kultury nálevkovitých pohárů na Olomoucku. Pravěk NŘ 11, 29-42."
"Ref1333","Procházková, P., Vitula, P. 2001: Přáslavice - Díly pod dědinou. Sídliště kultury nálevkovitých pohárů (I.). Olomouc."
"Ref1334","Prostředník, J., Novák, J., Šída, P., Jakubcová, Z. 2020: Záchranný výzkum pravěkého polykulturního sídliště a zaniklé středověké vsi v Mašově u Turnova. Archeologie ve středních Čechách 24/1, 153-203."
"Ref1335","Prostředník, J., Šída, P., Kyselý, R. 2002: Zemnice kultury nálevkovitých pohárů z Plaňan, okr. Kolín. Archeologie ve středních Čechách 6/1, 133-143."
"Ref1336","PZ1015"
"Ref1337","Rakovský, I. 1980: Objekt kultury nálevkovitých pohárů z Mušova. Archeologické rozhledy XXXII, 435-437"
"Ref1338","Rakovský, I. 1982: Funde der Trichterbecherkultur in Moravský Písek. Přehled výzkumů 1980, 8."
"Ref1339","Rakovský, I. 1984: Záchranný výzkum na eneolitickém výšinném sídlišti ve Výrovicích. Přehled výzkumů 1982, 19-20"
"Ref1340","Rakovský, I. 1990: Sídliště lidu s moravskou malovanou keramikou u Dolních Věstonic. Archeologické rozhledy 42, 492-499"
"Ref1341","Rakovský, I., Stuchlíková, J. 1993: Pokračování zjišťovacího výzkumu v Záhlinicích (okr. Kroměříž). Přehled výzkumů 1990, 131."
"Ref1342","Rammer, E. 2012: Neues zu den Siedlungen der Lengyelkultur in Niederösterreich. In R. Gleser, V. Becker (Hg.)  Mitteleuropaim 5. Jahrtausend vor Christus.  LIT Verlag, Münster, 459-475."
"Ref1343","Říhovský, J. 1959: Neolitická osada v Lovčičkách. Přehled výzkumů 1956, 69."
"Ref1344","Říhovský, J. 1959: Průzkum katastru Kobeřic u Slavkova. Přehled výzkumů 1956, 69."
"Ref1345","Říhovský, J. 1963: Neolitické sídliště s malovanou keramikou v Klentnici u Mikulova. Sborník Františku Vildomcovi k pětaosmdesátinám Brno. Archeologický ústav ČSAV. Brno. 12-13."
"Ref1346","Říhovský, J. 1964: Neolitické jámy u Bedřichovic /okr. Brno-venkov/. Přehled výzkumů 1963, 17."
"Ref1347","Říhovský, J. 1964: Oblekovice. Excavation report č.j. 1318/64. Institute of Archaeology of the CAS Brno."
"Ref1348","Říhovský, J. 1964: Záchranné akce v Lovčičkách /okr. Vyškov/. Přehled výzkumů 1963, 17."
"Ref1349","Říhovský, J. 1982: Hospodářský a společenský život velatické osady v Lovčičkách. Památky archeologické LXXIII, 5-56."
"Ref1350","RK-7054"
"Ref1351","Rožnovský, D. 2016: Znojmo (k.ú. Znojmo-město, okr. Znojmo). Přehled výzkumů 57-1, 200"
"Ref1352","Rožnovský, D. 2017: Podmolí (okr. Znojmo). Přehled výzkumů 58-1, 167"
"Ref1353","Rožnovský, D., Šmíd, M. 2013: Objekt kultury nálevkovitých pohárů s doklady metalurgie mědi z obce Dyje, okr. Znojmo, Pravěk NŘ 23, 35-55."
"Ref1354","Ruß, D. 2004: Ein mehrphasiger Siedlungs- und Bestattungsplatz auf der Trasse der Ortsumfahrung Jetzelsdorf (B 303), Niederösterreich, in: B. Wewerka, Bericht über die Ausgrabungen des Vereins ASINOE im Projektjahr 2004, Fundberichte aus Österreich 43, 752–756."
"Ref1355","Ruß, D., Aspöck, E., Schmitzberger, O. 2003: Weitere Rettungsgrabungen in Platt, Siedlung Brunnfeld. Fundberichte aus Österreich 42, 480-485."
"Ref1356","Ruß, D., Schmitsberger, O. 2004: Eine Höhensiedlung auf dem Rabenbergbei Jetzelsdorf, Niederösterreich, Fundberichte aus Österreich 43, 774–787."
"Ref1357","Ruttkay, E. 1971: Eine neue Grube mit Furchenstichkeramik aus Niederösterreich. Archäologisches Korespondenzblatt 1, 141-146."
"Ref1358","Ruttkay, E. 1999: Siedlungsfunde der Boleráz-Gruppe aus Wien und dem norddanubischen Niederösterreich. Fundberichte aus Österreich 38, 609-622."
"Ref1359","Rybářová, K. 2010: Rousínov (okr. Vyškov). Přehled výzkumů 51, 232."
"Ref1360","Rybářová, K. 2019: Pustiměř (okr. Vyškov). Přehled výzkumů 60-1, 185."
"Ref1361","Rychtaříková, T., Škrdla, P. 2012: Želešice (okr. Brno-venkov). Přehled výzkumů 53-1, 141-142."
"Ref1362","Šabatová, K., Petřík, J., Kolář, J., Bíško, R., Nosek, V. 2012: Suchohrdly (okr. Znojmo). Přehled výzkumů 53-1, 154–156."
"Ref1363","Salaš, M. 1993: Povrchové sběry u Ivančic-Němčic (okr. Brno-venkov). Přehled výzkumů 1989, 23"
"Ref1364","Salaš, M. 2008: Ivančice (k.ú. Budkovice, okr. Brno-venkov). Přehled výzkumů 49, 101."
"Ref1365","Salaš, M., Floder, F. 2002: Blučina (okr. Brno-venkov). Přehled výzkumů 43/2001, 153."
"Ref1366","SAS (Státní archeologický seznam), 23-44-18/14"
"Ref1367","SAS (Státní archeologický seznam), 24-14-15/12"
"Ref1368","SAS (Státní archeologický seznam), 24-14-19/34"
"Ref1369","SAS (Státní archeologický seznam), 24-24-16/49"
"Ref1370","SAS (Státní archeologický seznam), 24-24-22/27"
"Ref1371","SAS (Státní archeologický seznam), 24-32-03/25"
"Ref1372","SAS (Státní archeologický seznam), 24-32-03/4"
"Ref1373","SAS (Státní archeologický seznam), 24-32-03/7"
"Ref1374","SAS (Státní archeologický seznam), 24-32-04/5"
"Ref1375","SAS (Státní archeologický seznam), 24-32-07/8"
"Ref1376","SAS (Státní archeologický seznam), 24-41-15/43"
"Ref1377","SAS (Státní archeologický seznam), 24-4119/18"
"Ref1378","SAS (Státní archeologický seznam), 24-42-11/3"
"Ref1379","SAS (Státní archeologický seznam), 24-42-19/5"
"Ref1380","SAS (Státní archeologický seznam), 24-42-25/1"
"Ref1381","SAS (Státní archeologický seznam), 24-42-25/2"
"Ref1382","SAS (Státní archeologický seznam), 24-43-25/7"
"Ref1383","SAS (Státní archeologický seznam), 24-44-22/20"
"Ref1384","SAS (Státní archeologický seznam), 24-44-24/10"
"Ref1385","SAS (Státní archeologický seznam), 24-44-24/11"
"Ref1386","SAS (Státní archeologický seznam), 24-44-24/12"
"Ref1387","SAS (Státní archeologický seznam), 24-44-24/9"
"Ref1388","SAS (Státní archeologický seznam), 25-31-04/4"
"Ref1389","SAS (Státní archeologický seznam), 25-31-21/4"
"Ref1390","SAS (Státní archeologický seznam), 25-33-17/6."
"Ref1391","SAS (Státní archeologický seznam), 25-33-17/7"
"Ref1392","SAS (Státní archeologický seznam), 25-33-22/5"
"Ref1393","SAS (Státní archeologický seznam), 25-34-21/2"
"Ref1394","SAS (Státní archeologický seznam), 25-34-21/4."
"Ref1395","SAS (Státní archeologický seznam), 25-34-21/6"
"Ref1396","SAS (Státní archeologický seznam), 33-22-05/7."
"Ref1397","SAS (Státní archeologický seznam), 33-22-12/1"
"Ref1398","SAS (Státní archeologický seznam), 34-23-13/2"
"Ref1399","SAS (Státní archeologický seznam), 34-24-01/10"
"Ref1400","SAS (Státní archeologický seznam), 35-11-17/2"
"Ref1401","SAS (Státní archeologický seznam), 35-11-17/3."
"Ref1402","Satrapová, B. 2014: Síd"
"Ref1403","Satrapová, B. 2014: Sídliště kultury s lineární keramikou na katastru obce Dolní Dlouhá Loučka a osídlení této kultury na Uničovsku. Manuscript of BA Thesis, Palacký University, Olomouc. On-line: https://theses.cz/id/9p3mup/Bakalarska_prace_Satrapova.pdf"
"Ref1404","Schappelwein, Ch. 1994: Stillfried Auhagen. Ein Siedlungsplatz vom Mittel-neolithikum bis in die späte Frühbronzezeit, Archäologie Österreichs 5/2, 17-18."
"Ref1405","Schebeczek, P. 2003: KG Gaweinsthal. Fundberichte aus Österreich 42, 615."
"Ref1406","Schebeczek, P. 2004: KG Hobersdorf. Fundberichte aus Österreich 43, 822."
"Ref1407","Schebeczek, P., Schmitzberger, O.  2016: KG Niederleis. Fundberichte aus Österreich 55, 293-294."
"Ref1408","Schenk, Z. 2006: Jihozápadní část Moravské brány v době kultury s lineární keramikou. Manuscript of MA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/qj09a/"
"Ref1409","Schenk, Z. 2006: Jihozápadní část Moravské brány v době kultury s lineární keramikou. Manuscript of MA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/qj09a/Filozoficka_fakulta_Masarykovy_univerzity_v.pdf"
"Ref1410","Schenk, Z. 2009: Beňov (k.ú. Prusy, okr. Přerov). Přehled výzkumů 50, 241."
"Ref1411","Schenk, Z., Kuča, M., Mikulík, J. 2010: Přerov (k.ú. Čekyně, okr. Přerov). Přehled výzkumů 50, 257."
"Ref1412","Schenk, Z., Kuča, M.,, Hložek, M., Dočkalová, M., Dreslerová, G., Gregerová, M., Krupa, P., Trojek, T. 2006: Pohřeb kultury s moravskou malovanou keramikou z polohy ""Dolní újezd"" na katastru Dluhonic (okr. Přerov). Předběžná zpráva. In Ročenka 2006. Olomouc: Archeologické centrum Olomouc, 38-56."
"Ref1413","Schirmeisen, K. 1926: Fundberichte einige Vorgeschichtsfunde aus Brünn und Umgebung. Sudeta 2, 90-105."
"Ref1414","Schmitsberger, O. 2008: KG Prutzendorf. Fundberichte aus Österreich 47, 524-527."
"Ref1415","Schmitsberger, O. 2013: KG Obernalb, SG Retz. Fundberichte aus Österreich 52, 278."
"Ref1416","Schmitsberger, O. 2014: KG Grub an der March. Fundberichte aus Österreich 53, 258-260."
"Ref1417","Schmitsberger, O. 2014: KG Pulkau, SG Pulkau, Fundberichte aus Österreich 53, 267."
"Ref1418","Schmitsberger, O. 2015: KG Kleinhöflein, OG Leitzersdorf. Fundberichte aus Österreich 54, 260-261."
"Ref1419","Schmitsberger, O. 2015: KG Michelstetten, MG Asparn an der Zaya. Fundberichte aus Österreich 54, 267-268."
"Ref1420","Schmitsberger, O. 2015: KG Michelstetten, MG Asparn an der Zaya. Fundberichte aus Österreich 54, 267."
"Ref1421","Schmitsberger, O. 2017: KG Gaiselberg. Fundberichte aus Österreich 56, 234-239."
"Ref1422","Schmitsberger, O. 2017: KG Thomasl. Fundberichte aus Österreich 54, 282"
"Ref1423","Schmitzberger, O. 2014: KG Niedersulz. Fundberichte aus Österreich 53, 263."
"Ref1424","Schneider, W. 1977: Drösing. Fundberichte aus Österreich 16, 418"
"Ref1425","Schneider, W. 1982: KG Kettlasbrunn. Fundberichte aus Österreich 21, 239."
"Ref1426","Schöfmann, H. 1976: Asparn an der Zaya. Fundberichte aus Österreich 16, 292."
"Ref1427","Schöfmann, H. 1976: Schletz. Fundberichte aus Österreich 15, 170."
"Ref1428","Schöfmann, H. 1976a: Asparn an der Zaya. Fundberichte aus Österreich 16, 291-292."
"Ref1429","Schöfmann, H. 1979: Michelstetten. Fundberichte aus Österreich 18, 297."
"Ref1430","Schuppler, W. 1989: KG Jedenspeigen. Fundberichte aus Österreich 28, 167."
"Ref1431","Schwammenhöfer, H. 1982: KG Großschweinbarth. Fundberichte aus Österreich 21, 223."
"Ref1432","Schwammenhöfer, H. 1982a: KG Großschweinbarth. Fundberichte aus Österreich 21, 222-223."
"Ref1433","Schwammenhöfer, H. 1984: KG Altmanns. Fundberichte aus Österreich 23, 225."
"Ref1434","Schwammenhöfer, H. 1984: KG Michelstetten. Fundberichte aus Österreich 23, 230-231."
"Ref1435","Schwammenhöfer, H. 1984b: KG Friebritz. Fundberichte aus Österreich 23, 227-228."
"Ref1436","Schwammenhöfer, H. 2003: KG Angern. Fundberichte aus Österreich 42, 589."
"Ref1437","Schwammenhöfer, H. 2003: KG Drösing. Fundberichte aus Österreich 42, 590-612."
"Ref1438","Schwammenhöfer, H. 2003: KG Dürnkrut. Fundberichte aus Österreich 42, 613."
"Ref1439","Schwammenhöfer, H. 2003: KG Grub an der March. Fundberichte aus Österreich 42, 616-617."
"Ref1440","Schwammenhöfer, H. 2003: KG Jedenspeigen. Fundberichte aus Österreich 42, 620-623."
"Ref1441","Schwammenhöfer, H. 2003: KG Ringelsdorf. Fundberichte aus Österreich 42, 635-637."
"Ref1442","Schwammenhöfer, H. 2003: KG Stillfried. Fundberichte aus Österreich 42, 640"
"Ref1443","Schwammenhöfer, H. 2003: KG Waidendorf. Fundberichte aus Österreich 42, 641-643."
"Ref1444","Schwammenhöfer, H. 2003: KG Waltersdorf an der March. Fundberichte aus Österreich 42, 643-646"
"Ref1445","Schwammenhöfer, H. 2003: KG Waltersdorf an der March. Fundberichte aus Österreich 42, 643-646."
"Ref1446","Schwammenhöfer, H. 2003a: KG Drösing. Fundberichte aus Österreich 42, 590-612."
"Ref1447","Schwammenhöfer, H. 2003c: KG Grub an der March. Fundberichte aus Österreich 42, 616-617."
"Ref1448","Schwammenhöfer, H. 2003d: KG Jedenspeigen. Fundberichte aus Österreich 42, 620-623."
"Ref1449","Šebela, L. 2002: Soupis nalezišť z neolitu. In: Stuchlík, S. (ed.): Oblast vodního díla Nové Mlýny od pravěku do středověku. Archeologický ústav Akademie věd České republiky Brno, Brno, 93-112"
"Ref1450","Šebela, L. 2002: Soupis nalezišť z neolitu. In: Stuchlík, S. (ed.): Oblast vodního díla Nové Mlýny od pravěku do středověku. Archeologický ústav Akademie věd České republiky Brno, Brno, 93-112."
"Ref1451","Šebela, L. 2002: Vývoj pravěkého a raně středověkého osídlení. In: J. Čejka (ed.): Ivančice. Dějiny města. Ivančice, 15-66."
"Ref1452","Šebela, L., Vaškových, M., Makowicz-Poliszot, D. 2002: Příspěvek k poznání staroeneolitického osídlení Nechvalína, okr. Hodonín. In: Cheben, I.-Kuzma, I. (eds.): Otázky neolitu a eneolitu našich krajín – 2001. Archaeologica Slovaca Monographiae – Communicationes 4, 363-374."
"Ref1453","Sedláček R., Frolík J., Musil J., Švédová J. 2009:   Nejnovější výzkumy na polykulturní lokalitě Mikulovice, okr. Pardubice. In: Archeologické výzkumy v, Suppl. Zpráv České archeologické společnosti 75"
"Ref1454","Sedláček, Vokolek 2018"
"Ref1455","Sedláčková, L., Staněk, P. 2012: Brno (k.ú. Štýřice, okr. Brno-město). Přehled výzkumů 53-1, 127."
"Ref1456","Sedlák, M. 2013: Archeologická topografia Lamačskej brány a Devínskej Kobyly. Manuscript of BA thesis. Comenius University, Bratislava."
"Ref1457","Šedo, O. 1984: Terénní průzkum a menší zachraňovací akce v okrese Vyškov (okr. Vyškov). Přehled výzkumů 1982, 89-90."
"Ref1458","Šedo, O. 1987: Informace o výsledcích archeologických průzkumů muzea Vyškovska (okr. Vyškov). Přehled výzkumů 1984, 83-85."
"Ref1459","Šedo, O. 1987: Průzkum na sídlišti s nálezy časně slovanské keramiky v Nemojanech /okr. Vyškov/. Přehled výzkumů 1984, 41."
"Ref1460","Šedo, O. 1998: Brno-Řečkovice. Excavation report 111/98. Ústav archeologické památkové péče Brno."
"Ref1461","Šída, P. 2007: Využívání kamenné suroviny v mladší a podzní době kamenné. Dissertationes archaeologicae Brunnenses/Pragensesque 3, Praha-Brno."
"Ref1462","Sigl, J., Vokolek, V. 1983: Nové archeologické nálezy v roce 1982.Zpravodaj Krajského muzea východních Čech 10/1, 5–11."
"Ref1463","Škojec, J. 1997: Archäologische Fundstätten und Funden in „Hinterland“ des Burgwalls von Mikulčice I (Katastralgebiete Hodonín, Lužice, Mikulčice, Moravská Nová Ves). In: Poláček, L. (Hrsg.): Studien zum Burgwall von Mikulčice II. Archäologisches Institut der Akademie der Wissenschaften der Tschechischen Republik Brno, Brno, 347-397."
"Ref1464","Škojec, J. 1998: Archäologische Fundstätten und Funde in „Hinterland“ des Burgwalls von Mikulčice III. (Katastralgeiete Dubňany, Mutěnice, Ratíškovice, Rohatec, Vacenovice). In: Poláček, L. (Hrsg.): Studien zum Burgwall von Mikulčice. Archäologisches Institut der Akademie der Wissenschaften der Tschechischen Republik Brno, Brno, 393-456."
"Ref1465","Škojec, J. 2005: Archäologische Fundstätten und Funden in „Hinterland“ des Burgwalls von Mikulčice VIII (Erzgänzungen zu Katastralgebieten Čejkovice, Dolní Bojanovice, Dubňany, Hodonín, Josefov, Lužice, Mikulčice, Moravská Nová Ves, Moravský Písek, Mutěnice, Ratíškovice, Rohatec, Strážnice, Vacenovice, Vnorovy, Vracov). In: L. Poláček (Hrsg.): Studien zum Burgwall von Mikulčice VII. Archäologisches Institut der Akademie der Wissenschaften der Tschechischen Republik Brno, Brno, 289-344."
"Ref1466","Škojec, J. 2005: Archäologische Fundstätten und Funden in „Hinterland“ des Burgwalls von Mikulčice VIII (Erzgänzungen zu Katastralgebieten Čejkovice, Dolní Bojanovice, Dubňany, Hodonín, Josefov, Lužice, Mikulčice, Moravská Nová Ves, Moravský Písek, Mutěnice, Ratíškovice, Rohatec, Strážnice, Vacenovice, Vnorovy, Vracov). In: Poláček, L. (Hrsg.): Studien zum Burgwall von Mikulčice VII. Archäologisches Institut der Akademie der Wissenschaften der Tschechischen Republik Brno, Brno, 289-344."
"Ref1467","Škrdla, P., Rychtaříková, T. 2012: Ořechov (okr. Brno-venkov). Přehled výzkumů 53-1, 137-138."
"Ref1468","Skutil, J. 1930-1935: Moravské praehistorické výkopy a nálezy 1931. Časopis společnosti přátel starožitností 9, 140-164"
"Ref1469","Skutil, J. 1936: Moravské praehistorické výkopy a nálezy 1931. Obzor praehistorický IX (1930-1935), 140-164."
"Ref1470","Skutil, J. 1941: Moravské prehistorické výkopy a nálezy Oddělení mor. pravěku Zemského musea 1933-1936. Zeitschrift des Mährischen Landesmuseum 1, 139-195."
"Ref1471","Skutil, J. 1941: Pravěké a časně historické hradiště Réna u Ivančic. Ročenka musejního spolku v Ivančicích, 1-9."
"Ref1472","Skutil, J. 1946: Moravské prehistorické výkopy a nálezy Oddělení moravského pravěku Zemského musea 1937-1945. Časopis Moravského muzea, Vědy společenské XXXIII, 45-134."
"Ref1473","Skutil, J. 1947: Moravské prehistorické výkopy a nálezy za rok 1932. Časopis zemského musea v Brně XXXIII/1,135-144."
"Ref1474","Skutil, J. 1962: Sebranice /o. Blansko/. Excavation report č.j. 1876/62 Institute of Archaeology of the CAS Brno."
"Ref1475","SM-10161"
"Ref1476","Šmarda, J. 2007: Nové lokality s moravskou malovanou keramikou na jižním okraji Chřibů. Manuscript of BA thesis. Masaryk University, Brno. On-line: https://is.muni.cz/th/eemx0/"
"Ref1477","Šmarda, J. 2007: Nové lokality s moravskou malovanou keramikou na jižním okraji Chřibů. Manuscript of BA thesis. Masaryk University, Brno. On-line: https://is.muni.cz/th/eemx0/TEXT_4._konecny.pdf"
"Ref1478","Šmarda, J., Hložek, M., Kuča, M., Vokáč, M. 2008: Sídliště s moravskou malovanou keramikou v Koryčanech (okr. Kroměříž). Slovácko 2008, 141-158."
"Ref1479","Smejtek, L., Sušická, V. 2009: Časně eneolitické nálezy z Prahy-Krče. Archeologie ve středních Čechách 13/1, 111-159."
"Ref1480","Šmerda, J. 2006: Dambořice (okr. Hodonín). Přehled výzkumů 47, 104."
"Ref1481","Šmerda, J. 2007: Lipov (okr. Hodonín). Přehled výzkumů 48, 346."
"Ref1482","Šmíd 1995"
"Ref1483","Šmíd 1999e"
"Ref1484","Šmíd 2013"
"Ref1485","Šmíd 2017"
"Ref1486","Šmíd, M. 1994: Nástin periodizace kultury s nálevkovitými poháry na Moravě, Pravěk NŘ 2/1992, 131-157"
"Ref1487","Šmíd, M. 1994: Nástin periodizace kultury s nálevkovitými poháry na Moravě, Pravěk NŘ 2/1992, 131-157."
"Ref1488","Šmíd, M. 1997: Sídliště kultury s nálevkovitými poháry u Laškova, okr. Prostějov. Pravěk NŘ 6, 97-138."
"Ref1489","Šmíd, M. 1999: Čechy pod Kosířem (okr. Prostějov). Přehled výzkumů 40 (1997-1998), 209."
"Ref1490","Šmíd, M. 1999: Cholina (okr. Olomouc). Přehled výzkumů 39 (1995-1996), 277."
"Ref1491","Šmíd, M. 1999: Olšany (okr. Prostějov). Přehled výzkumů 40 (1997-1998), 214"
"Ref1492","Šmíd, M. 1999: Přemyslovice (okr. Prostějov). Přehled výzkumů 40 (1997-1998), 220"
"Ref1493","Šmíd, M. 2000: Pravěké výšinné sídliště Hlásnica na katastru obce Jezera. Pravěk NŘ 10, 71-91."
"Ref1494","Šmíd, M. 2001: Nálezy kultury s nálevkovitými poháry z Kostelce na Hané a typologie keramiky starší fáze I. stupně KNP na Moravě. Pravěk Supplementum 8. Ústav archeologické památkové péče Brno. Brno,  276-278"
"Ref1495","Šmíd, M. 2002: Ptení (k.ú. Ptenský Dvorek, okr. Prostějov). Přehled výzkumů 43, 186."
"Ref1496","Šmíd, M. 2002a: Dětkovice (okr. Prostějov). Přehled výzkumů 43, 155."
"Ref1497","Šmíd, M. 2002b: Drnovice (okr. Vyškov). Přehled výzkumů 43, 155."
"Ref1498","Šmíd, M. 2002c: Olšany (okr. Prostějov). Přehled výzkumů 43, 163"
"Ref1499","Šmíd, M. 2003: Objekt KNP z Brna – Líšně. Pravěk NŘ 12, 47-53."
"Ref1500","Šmíd, M. 2004: Další nálezy s nálevkovitými poháry z polohy Kozí brada v Kostelci na Hané, okr. Prostějov. In: Kazdová, E., Šabatová, K., Měřínský, Z. (eds.): K poctě Vladimíru Podborskému. Ůstav archeologie a muzeologie, Filozofická fakulta Masarykovy univerzity v Brně, Brno, 127-140."
"Ref1501","Šmíd, M. 2004: Vrbátky (okr. Prostějov). Přehled výzkumů 45, 162-163."
"Ref1502","Šmíd, M. 2005b: Seloutky (okr. Prostějov). Přehled výzkumů 46, 227"
"Ref1503","Šmíd, M. 2007: Březina (k.ú. Pulkava, okr. Vyškov). Přehled výzkumů 48, 357."
"Ref1504","Šmíd, M. 2008: Mostkovice (okr. Prostějov). Přehled výzkumů 49, 299."
"Ref1505","Šmíd, M. 2010: Funde der Jordanów-Kultur aus der Flur Močilky in Slatinky, Bez. Prostějov. Ein Beitrag zur Definition des Epilengyel in Mittelmähren. In J. Šuteková - P. Pavúk - P. Kalábková - B. Kovár (eds.) PANTA RHEI Studies on the Chronology and Cultural Development of South-Eastern and Central Europe in Earlier Prehistory Presented to Juraj Pavúk on the Occasion of his 75th Birthday. Bratislava, 295-304."
"Ref1506","Šmíd, M. 2011: Eneolitická pohřebiště z Prostějova-Čechůvek. Sborník prací Filozofické fakulty brněnské univerzity M16, 5-27."
"Ref1507","Šmíd, M. 2012: Časně eneolitické osídlení ze dna Plumlovské údolní nádrže. Přehled výzkumů 53-1, 65-74."
