id,reference
M0256,"Šmíd, M. 2017 : Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0652,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno"
M0890,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno"
M1146,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno"
M1149,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno"
M1272,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno"
M0127,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0164,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0196,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0198,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0320,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0330,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0334,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0336,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0352,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0361,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0373,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0401,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0424,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0463,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0515,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0523,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0532,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0578,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0611,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0612,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0627,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0676,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0681,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0696,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0703,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0740,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0794,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0798,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0802,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0812,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0836,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0849,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0867,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0869,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0935,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0962,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0975,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1006,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1012,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1023,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1030,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1033,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1043,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1082,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1083,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1103,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1107,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1108,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1124,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1137,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1154,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1162,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1181,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1198,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1200,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1202,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1203,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1222,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1229,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1294,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1302,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1309,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1331,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1342,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1352,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1384,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1397,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1406,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1418,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1422,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1430,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1438,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1452,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1466,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1492,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1495,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1515,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1545,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1546,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1548,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1550,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1552,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1554,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1557,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1571,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1578,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M1580,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk – Supplementum 33. Brno: Ústav archeologické pa­mátkové péče Brno."
M0492,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk Supplementum 33. Brno. Ústav archeologické památkové péče, v.v.i."
M1237,"Šmíd, M. 2017: Nálevkovité poháry na Moravě. Pravěk Supplementum 33. Brno. Ústav archeologické památkové péče, v.v.i."
M0726,"Šmíd, M., Bíško, R., Přichystal, A. 2017:  Objekt s doklady zpracování rohovce typu Stránská skála a keramikou zdobenou brázděným vpichem z Brna-Maloměřic. Pravěk NŘ 25, 5-26"
M0039,"Šmíd, M., Dreslerová, G., Přichystal, A. 2010: Hrad u Bílovic. Eneolitické hradisko na Prostějovsku. Pravěk Supplementum 21, Brno: Ústav archeologické památkové péče Brno."
M0883,"Šmíd, M., Maleček, M., Maleček, R. 2007: Příspěvek k datování některých výšinných sídlišť na Prostějovsku. Pravěk NŘ 16, 15-35."
M1162,"Šmíd, M., Matějíčková, A. 2013: Eneolit. In: Geislerová, K., Parma, D. (eds.): Výzkumy/Ausgrabungen 2005-2010. Ústav archeologické památkové péče Brno, v.v.i., Brno, 24-49"
M0388,"Šmíd, M., Matějíčková, A. 2013: Eneolit. In: Geislerová, K., Parma, D. (eds.): Výzkumy/Ausgrabungen 2005-2010. Ústav archeologické památkové péče Brno, v.v.i., Brno, 24-49."
M1562,"Šmíd, M., Matějíčková, A. 2013: Eneolit. In: Geislerová, K., Parma, D. (eds.): Výzkumy/Ausgrabungen 2005-2010. Ústav archeologické památkové péče Brno, v.v.i., Brno, 24-49."
M0147,"Šmíd, M., Přichystal, A. 2015: Eneolitická hradiska na Prostějovsku Ohrozim – Čubernice a Prostějov-Čechovice – Čechovsko. Pravěk Supplementum 29. Ústav archeologické památkové péče Brno, v.v.i., Brno."
M0965,"Šmíd, M., Přichystal, A. 2015: Eneolitická hradiska na Prostějovsku Ohrozim – Čubernice a Prostějov-Čechovice – Čechovsko. Pravěk Supplementum 29. Ústav archeologické památkové péče Brno, v.v.i., Brno."
M0977,"Šmíd, M., Přichystal, A. 2015: Eneolitická hradiska na Prostějovsku Ohrozim – Čubernice a Prostějov-Čechovice – Čechovsko. Pravěk Supplementum 29. Ústav archeologické památkové péče Brno, v.v.i., Brno."
M0790,"Šmíd, M., Tvrdý, Z., Parma, D., Kos, P. 2018:Pohřebiště kultury nálevkovitých pohárů s pohřby v natažené poloze z Modřic, okr. Brno-venkov. Acta Musei Moraviae, Scietiae sociales CIII/2, 101–140."
M0532,"Šmíd, Matějíčková 2013"
M0073,"Snášil, R. 1970: Nově zjištěná pravěká sídliště v jihovýchodním podhůří Chřibů (okr. Uherské Hradiště). Přehled výzkumů 1969, 38-39."
M1292,"Snášil, R. 1983: Neolitische Keramik aus der Siedlung bei Stříbrnice /Bez. Uherské Hradiště/. Přehled výzkumů 1981, 20."
M0725,"Somorovská, R. 1980: Neolitické sídliště kultury s moravskou malovanou keramikou na Holém kopci v Brně-Maloměřicích. Manuscript of MA thesis. Masaryk University, Brno."
B0293,"Sosnová, A. 2016: Sídliště mladšího (salzmündského) stupně kultury nálevkovitých pohárů z Líbeznic, okr. Praha-východ. Archeologie ve středních Čechách 20/1, 161-252."
M0470,"Španihel, S., Kašparová, T. 2018: Podolí (k.ú. Podolí u Valašského Meziříčí, okr. Vsetín). Přehled výzkumů 59-1, 151."
M0594,"Španihel, S., Kašparová, T. 2018: Podolí (k.ú. Podolí u Valašského Meziříčí, okr. Vsetín). Přehled výzkumů 59-1, 151."
M1040,"Španihel, S., Kašparová, T. 2018: Podolí (k.ú. Podolí u Valašského Meziříčí, okr. Vsetín). Přehled výzkumů 59-1, 151."
M1143,"Staňa, Č. 1977: Chata s moravskou malovanou keramikou v Rajhradě. Přehled výzkumů 1975, 12-13."
B0509,"Stolz, D., Malyková, D. 2017: Sídliště kultury s vypíchanou keramikou na silničním obchvatu v Kolíně-Štítarech. Analýza objektů a keramiky. Archeologie ve středních Čechách 21/1, 141-194"
M0081,"Štrof, A. 1985: Übersicht neuer Lokalitäten und Funde in der Boskovicer Furche /Bez. Blansko/. Přehled výzkumů 1983, 91-98."
M0082,"Štrof, A. 1985: Übersicht neuer Lokalitäten und Funde in der Boskovicer Furche /Bez. Blansko/. Přehled výzkumů 1983, 91-98."
M0427,"Štrof, A. 1985: Übersicht neuer Lokalitäten und Funde in der Boskovicer Furche /Bez. Blansko/. Přehled výzkumů 1983, 91-98."
M0955,"Štrof, A. 1985: Übersicht neuer Lokalitäten und Funde in der Boskovicer Furche /Bez. Blansko/. Přehled výzkumů 1983, 91-98."
M1311,"Štrof, A. 1985: Übersicht neuer Lokalitäten und Funde in der Boskovicer Furche /Bez. Blansko/. Přehled výzkumů 1983, 91-98."
M0156,"Štrof, A. 1985: Záchranný archeologický výzkum na trase plynovodní odbočky z Bořitova do Rajce – Jestřebí (okr. Blansko). Přehled výzkumů 1983, 89-91."
M0158,"Štrof, A. 1985: Záchranný archeologický výzkum na trase plynovodní odbočky z Bořitova do Rajce – Jestřebí (okr. Blansko). Přehled výzkumů 1983, 89-91."
M0079,"Štrof, A. 1985b: Záchranný archeologický výzkum na trase plynovodní odbočky z Bořitova do Rajce – Jestřebí (okr. Blansko). Přehled výzkumů 1983, 89-91."
M0075,"Štrof, A. 1994: Nové sídliště doby bronzové u Bořitova (okr. Blansko). Acta musei moraviae, Scientiae sociales LXXIX, 53-65."
M0133,"Štrof, A. 1998: Býkovice 1998. Excavation report 246/98. Ústav archeologické památkové péče Brno."
M0602,"Štrof, A. 1998: Kuřim 1997. Excavation report 37/98. Ústav archeologické památkové péče Brno."
M0673,"Štrof, A. 1998: Lipůvka. Excavation report č.j. 367/98. Institute of Archaeology of the CAS Brno."
M1117,"Stuchlík, S. 1977: Přítluky /o. Břeclav/. Přehled výzkumů 1975, 99."
M1444,"Stuchlík, S. 1987: Záchranná akce ve Velkých Pavlovicích /okr. Břeclav/. Přehled výzkumů 1985, 68-69."
M0072,"Stuchlík, S. 2006: Borotice: mohylové pohřebiště z doby bronzové. Brno: Archeologický ústav AV ČR Brno."
B0354,"Šumberová, R. 2012: Neolitické rondely a hroby v trase obchvat silnice I/38 mimo Kolín. Předběžná informace o průběhu výzkumu v roce 2008. Sborník prací Filozofické fakulty brněnské univerzity M 17, 47-64."
B0242,"Šumberová, R. 2018: Neolitické sídliště v Molitorově (okr. Kolín) se zlomkem východní lineární keramiky skupiny Tizsadob. Archeologie ve středních Čechách 22/2, 559-587."
M1226,"Svoboda, J., Šmíd, M. 1996: Dílenský objekt kultury nálevkovitých pohárů na Stránské skále. Pravěk NŘ 4, 79-125."
M1538,"Szyszkowitz, G. 1976: Ziernreith. Fundberichte aus Österreich 15, 183."
M0775,"Tajer, A. 2006: Kroměříž (k.ú. Miňůvky, okr. Kroměříž). Přehled výzkumů 47, 129"
M0775,"Tajer, A. 2007: Kroměříž (k.ú. Miňůvky, okr. Kroměříž). Přehled výzkumů 48, 363-364."
M1084,"Tajer, A. 2011: Pravčice (okr. Kroměříž). Přehled výzkumů 52-1, 173."
M0710,"Tajer, A. 2017: Přerov (k.ú. Lýsky, okr. Přerov). Přehled výzkumů 58-1, 169."
M0709,"Tajer, A. 2017: Přerov (k.ú. Lýsky, okr. Přerov). Přehled výzkumů 58-1, 170."
M0538,"Tencer, T. 2008: Geografické a archeologické priestorové dáta z územia Slovenska. In J. Macháček (ed.) Počítačová podpora v archeologii 2. Brno: Masarykova univerzita Brno"
M0588,"Tencer, T. 2008: Geografické a archeologické priestorové dáta z územia Slovenska. In J. Macháček (ed.) Počítačová podpora v archeologii 2. Brno: Masarykova univerzita Brno"
M0860,"Tencer, T. 2008: Geografické a archeologické priestorové dáta z územia Slovenska. In J. Macháček (ed.) Počítačová podpora v archeologii 2. Brno: Masarykova univerzita Brno"
M1188,"Tencer, T. 2008: Geografické a archeologické priestorové dáta z územia Slovenska. In J. Macháček (ed.) Počítačová podpora v archeologii 2. Brno: Masarykova univerzita Brno"
M1190,"Tencer, T. 2008: Geografické a archeologické priestorové dáta z územia Slovenska. In J. Macháček (ed.) Počítačová podpora v archeologii 2. Brno: Masarykova univerzita Brno"
M1196,"Tencer, T. 2008: Geografické a archeologické priestorové dáta z územia Slovenska. In J. Macháček (ed.) Počítačová podpora v archeologii 2. Brno: Masarykova univerzita Brno"
M1254,"Tencer, T. 2008: Geografické a archeologické priestorové dáta z územia Slovenska. In J. Macháček (ed.) Počítačová podpora v archeologii 2. Brno: Masarykova univerzita Brno"
M1476,"Tencer, T. 2008: Geografické a archeologické priestorové dáta z územia Slovenska. In J. Macháček (ed.) Počítačová podpora v archeologii 2. Brno: Masarykova univerzita Brno"
M1087,"Tichý, R. 1963: Pravlov. Excavation report č.j. 992/63. Institute of Archaeology of the CAS Brno."
M1456,"Tihelka 1953, ČMM"
M0053,"Tihelka, K. 1956: Sídliště lidu s moravskou malovanou keramikou na Cezavách u Blučiny. Archeologické rozhledy VIII, 773-774."
M0794,Tomancová 2016
M1551,"Tomčíková, K., Farkaš, Z., Turčan, V. 1984: Výsledky prieskumu v priestore Zohor – Devínske jazero – Devínska Nová Ves.  Archeologické výskumy a nálezy na Slovensku v roku 1983, 214-215"
M0181,"Tomčíková, K., Farkaš, Z., Turčan, V. 1984: Výsledky prieskumu v priestore Zohor – Devínske jazero – Devínska Nová Ves.  Archeologické výskumy a nálezy na Slovensku v roku 1983, 214-215."
M0616,"Toriser, A. 1975: Laa an der Thaya. Fundberichte aus Österreich 14, 49-50."
M0773,"Trampota, F. 2016: Milovice (k.ú. Milovice u Mikulova, okr. Břeclav), Přehled výzkumů 57-1, 165."
M0674,"Trampota, F. 2017: Chvalnov-Lísky (k.ú. Lísky, okr. Kroměříž). Přehled výzkumů 58-1, 156."
M0089,"Trampota, F., Jarošová, I., Nývltová Fišáková, M., Přichystal, A. 2012: Lengyelské osídlení Střelické kotliny. Študijné zvesti archeologického ústavu SAV 51, 89-174."
M0090,"Trampota, F., Jarošová, I., Nývltová Fišáková, M., Přichystal, A. 2012: Lengyelské osídlení Střelické kotliny. Študijné zvesti archeologického ústavu SAV 51, 89-174."
M0940,"Trampota, F., Jarošová, I., Nývltová Fišáková, M., Přichystal, A. 2012: Lengyelské osídlení Střelické kotliny. Študijné zvesti archeologického ústavu SAV 51, 89-174."
M1066,"Trampota, F., Jarošová, I., Nývltová Fišáková, M., Přichystal, A. 2012: Lengyelské osídlení Střelické kotliny. Študijné zvesti archeologického ústavu SAV 51, 89-174."
M1280,"Trampota, F., Jarošová, I., Nývltová Fišáková, M., Přichystal, A. 2012: Lengyelské osídlení Střelické kotliny. Študijné zvesti archeologického ústavu SAV 51, 89-174."
M1281,"Trampota, F., Jarošová, I., Nývltová Fišáková, M., Přichystal, A. 2012: Lengyelské osídlení Střelické kotliny. Študijné zvesti archeologického ústavu SAV 51, 89-174."
M1282,"Trampota, F., Jarošová, I., Nývltová Fišáková, M., Přichystal, A. 2012: Lengyelské osídlení Střelické kotliny. Študijné zvesti archeologického ústavu SAV 51, 89-174."
M1283,"Trampota, F., Jarošová, I., Nývltová Fišáková, M., Přichystal, A. 2012: Lengyelské osídlení Střelické kotliny. Študijné zvesti archeologického ústavu SAV 51, 89-174."
M1284,"Trampota, F., Jarošová, I., Nývltová Fišáková, M., Přichystal, A. 2012: Lengyelské osídlení Střelické kotliny. Študijné zvesti archeologického ústavu SAV 51, 89-174."
M1165,"Trampota, F., Kuča, M. 2011: Brno – Žebětín - „Na Drdi“. Neolitická lokalita v kontextu Brněnska. Sborník prací Filozofické fakulty brněnské univerzity M 14-15, 85-112."
M1564,"Trampota, F., Kuča, M. 2011: Brno – Žebětín - „Na Drdi“. Neolitická lokalita v kontextu Brněnska. Sborník prací Filozofické fakulty brněnské univerzity M 14-15, 85-112."
M1279,"Trňáčková, Z. 1956: Brno-náměstí Míru. Excavation report č.j. 2291. Institute of Archaeology of the CAS Brno."
M1210,"Trnka, G. 1991: Studiem zu mittelneolitischen Kreisgrabenanlagen. MPK 26. Verlag der Österreichischen Akademie der Wissenschaften. Wien."
B0593,"Turek, J. 2008: První předběžná zpráva o výzkumu neolitického obytného areálu v Brandýse nad Labem. Archeologie ve středních Čechách 12/1, 45-50."
B0564,"Turek, J., Daněček, V., Kostka, M. 1998: Kamenný stůl – polykulturní pravěké sídliště v Praze-Vinoři. Archeologia Pragensia 14, 7-31."
M1504,"Turetschek, F. 1975: Waltesdorf an der March. Fundberichte aus Österreich 14, 66-67."
B0086,"Ulrychová E. 2001: Sídlištní areály s kruhovými objekty na Jičínsku, Otázky neolitu a eneolitu našich zemí, Plzeň, 56-62."
M1438,"Unger, J. 1972: Výšinné sídliště lidu s mor. malovanou keramikou u Vel. Bílovic, okr. Břeclav. Archeologické rozhledy XXIV, 432-435"
M0573,"Unger, J. 1977: Objekt s moravskou malovanou keramikou v Křepicích. Přehled výzkumů 1975, 13."
M0595,"Unger, J. 1985: Přírůstky archeologického pracoviště Regionálního muzea v Mikulově v letech 1974-1983. Regionální muzeum v Mikulově. Mikulov."
M1524,"Unknown, undated: 9794_81ns.pdf. Report deposited at Institute of Archaeology of the SAS Nitra."
M0222,unpublished
M0493,"Unzeitig, M. 2020: Osídlení Mohelnické brázdy v období kultury nálevkovitých pohárů. Manuscript of BA thesis. Palacký University, Olomouc. On-line: https://theses.cz/id/zx7nno/"
M0832,"Unzeitig, M. 2020: Osídlení Mohelnické brázdy v období kultury nálevkovitých pohárů. Manuscript of PhD thesis. Palacký University, Olomouc. On-line: https://theses.cz/id/zx7nno/"
M1417,"Unzeitig, M. 2020: Osídlení Mohelnické brázdy v období kultury nálevkovitých pohárů. Manuscript of PhD thesis. Palacký University, Olomouc. On-line: https://theses.cz/id/zx7nno/"
M1142,"Valášková, L. 2008: Nálezy MMK v Rajhradicích (okr. Brno-venkov). Seminar work. Department of Archaeology and Museology, Masaryk University, Brno."
M0997,"Válek, D., Kuča, M., Nývltová Fišáková, M., Vaškových, M. 2012: Lengyelské sídliště staršího stupně z Ostrožské Lhoty (okr. Uherské Hradiště). Slovácko 53, 169-194."
M0396,"Vaškových, M. 2007: Vývoj osídlení středního a severní části dolního Pomoraví v neolitu a na počátku eneolitu. Manuscript of PhD thesis. Masaryk University, Brno. On-line: https://is.muni.cz/th/mv3bq/Dizertace.pdf"
